"y","llm","topic","quiz","item","quiz_id"
1,"gpt-5-nano-2025-08-07","Otolaryngology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-003","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"gpt-5-nano-2025-08-07","Physical Medicine and Rehabilitation","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-004","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5-nano-2025-08-07","Plastic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-005","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5-nano-2025-08-07","Neurological Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-006","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5-nano-2025-08-07","Radiation Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-007","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5-nano-2025-08-07","Thoracic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-008","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5-nano-2025-08-07","Vascular Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-009","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"gpt-5-nano-2025-08-07","Cardiovascular","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-010","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Dermatology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-001","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Urology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-002","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Otolaryngology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-003","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"gpt-5.1-2025-11-13","Physical Medicine and Rehabilitation","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-004","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Plastic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-005","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Neurological Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-006","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Radiation Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-007","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"gpt-5.1-2025-11-13","Thoracic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-008","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Vascular Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-009","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"gpt-5.1-2025-11-13","Cardiovascular","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-010","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Dermatology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-001","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Urology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-002","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Otolaryngology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-003","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"grok-4-0709","Physical Medicine and Rehabilitation","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-004","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Plastic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-005","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Neurological Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-006","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Radiation Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-007","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Thoracic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-008","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-0709","Vascular Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-009","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"grok-4-0709","Cardiovascular","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-010","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Dermatology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-001","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Urology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-002","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Otolaryngology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-003","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"grok-4-1-fast-reasoning","Physical Medicine and Rehabilitation","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-004","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Plastic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-005","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Neurological Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-006","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Radiation Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-007","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Thoracic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-008","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Vascular Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-009","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"grok-4-1-fast-reasoning","Cardiovascular","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-010","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Dermatology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-001","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Urology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-002","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Otolaryngology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-003","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"kimi-k2-thinking","Physical Medicine and Rehabilitation","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-004","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Plastic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-005","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Neurological Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-006","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Radiation Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-007","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Thoracic Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-008","ABMS20260101_claude-opus-4-5-20251101_p02"
0,"kimi-k2-thinking","Vascular Surgery","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-009","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"kimi-k2-thinking","Cardiovascular","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p02-010","ABMS20260101_claude-opus-4-5-20251101_p02"
1,"claude-haiku-4-5-20251001","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"claude-haiku-4-5-20251001","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"claude-haiku-4-5-20251001","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-haiku-4-5-20251001","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"claude-opus-4-5-20251101","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"claude-opus-4-5-20251101","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"deepseek-v3.2","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"deepseek-v3.2","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gemini-2.5-flash-lite","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gemini-2.5-flash-lite","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-2.5-flash-lite","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gemini-3-pro-preview","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gemini-3-pro-preview","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gemini-3-pro-preview","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gpt-5-nano-2025-08-07","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5-nano-2025-08-07","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"gpt-5.1-2025-11-13","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Medical Oncology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-009","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"gpt-5.1-2025-11-13","Allergy/Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-010","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Endocrine","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-001","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Gastrointestinal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-002","ABMS20260101_claude-opus-4-5-20251101_p03"
0,"grok-4-0709","Pulmonary","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-003","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Nephrology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-004","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Hematology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-005","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Immunology","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-006","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Rheumatology/Musculoskeletal","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-007","ABMS20260101_claude-opus-4-5-20251101_p03"
1,"grok-4-0709","Infectious Disease","claude-opus-4-5-20251101","ABMS20260101_claude-opus-4-5-20251101_p03-008","ABMS20260101_claude-opus-4-5-20251101_p03"
